价格：¥8499.00   型号：未来人类（Terrans Force）T5S 15.6英寸游戏本（i7-4720HQ 8G 128G固态RAID0+1TB GTX965M 2G GDDR5独显）黑   商品链接：http://item.jd.com/1363054.html   评论数：262
价格：¥6299.00   型号：ThinkPad便携轻薄系列X250(20CLA06BCD) 12.5英寸超极本（i5-5200U 4G 500GB Win7HB 6芯电池）   商品链接：http://item.jd.com/1456842.html   评论数：229
价格：¥4329.00   型号：联想（ThinkPad）轻薄系列E450C(000CD) 14英寸笔记本电脑 (i5-4210U 4G 8GSSD+500G 2G独显 Win8.1 )   商品链接：http://item.jd.com/1326473.html   评论数：1341
价格：¥8499.00   型号：ThinkPad X1 Carbon (20BTA06CCD) 14英寸超极本（i5-5200U 4G 128GB SSD Win7HB 64位）   商品链接：http://item.jd.com/1456835.html   评论数：120
价格：¥5799.00   型号：联想（Lenovo）U41-70 14英寸超薄本（i7-5500U 4G 1T GF940M 2G独显 全高清屏 摄像头 Win8.1）象牙白   商品链接：http://item.jd.com/1579655.html   评论数：102
价格：¥6999.00   型号：神舟（HASEE） 战神Z7-i78172R2 15.6英寸游戏本(i7-4720HQ 8G 1TB GTX970M 3G显存 背光 蓝牙 1080P)红色   商品链接：http://item.jd.com/1544931.html   评论数：97
价格：¥7999.00   型号：雷神（ThundeRobot）911-T2a 15.6英寸游戏本（i7-4720HQ 16G 128GSSD+1T GTX960M 2G windows FHD屏）橙   商品链接：http://item.jd.com/1430547.html   评论数：166
价格：¥5299.00   型号：雷神（ThundeRobot）G150S 15.6英寸游戏本 (i7-4710MQ 4G 64G+500G GTX950M 2G独显 包无亮点FHD) 金   商品链接：http://item.jd.com/1565339.html   评论数：98
价格：¥4099.00   型号：神舟（HASEE） 战神K610D-i7 D2 15.6英寸笔记本(i7-4710MQ 4G 500GB GT940M 2G独显 1080P)银灰色   商品链接：http://item.jd.com/1603013.html   评论数：247
价格：¥3139.00   型号：联想（ThinkPad） 轻薄系列E450C(20EHA00GCD)14英寸笔记本电脑(i3-4005U 4G 500G 1G独显 Win7)   商品链接：http://item.jd.com/1427426.html   评论数：280
价格：¥2999.00   型号：惠普（HP）经典传奇系列 g14-a003TX 14英寸笔记本（i5-4200u 4G 500G 2G独显 蓝牙 Win8.1）黑色   商品链接：http://item.jd.com/1261903.html   评论数：1264
价格：¥2099.00   型号：宏碁（acer）EX2508-C8UL 15.6英寸笔记本（四核N2940 4G 500G 集显 win8.1）黑色   商品链接：http://item.jd.com/1292766.html   评论数：1384
价格：¥6999.00   型号：宏碁（acer）暗影骑士 VN7 V Nitro 15.6英寸游戏本（四核i7-4720HQ 8G 1T GTX960M 2G DDR5 1920*1080）   商品链接：http://item.jd.com/1381987.html   评论数：265
价格：¥6799.00   型号：联想（ThinkPad）金属轻薄系列E450(20DCA01QCD)14英寸笔记本电脑(i7-5500U 8G 1TB 2G win8.1 高分屏)   商品链接：http://item.jd.com/1363339.html   评论数：338
价格：¥3349.00   型号：戴尔（DELL）灵越 飞匣3000系列 Ins14C-4528B 14英寸笔记本（i5-5200U 4G 500G GT820M 2G独显 Win8）黑   商品链接：http://item.jd.com/1307459.html   评论数：745
价格：¥2499.00   型号：三星（SAMSUNG）455R4J-X01 14英寸超薄本（四核A4-6210 4G 500G 2G独显 WIN8.1 蓝牙4.0)神秘银   商品链接：http://item.jd.com/1120299.html   评论数：1900
价格：¥6399.00   型号：机械革命（MECHREVO）MR X6 15.6英寸游戏本（I7-4710MQ 16G 128G+1T GTX860M  背光键盘 WIN8.1）黑色   商品链接：http://item.jd.com/1227861.html   评论数：2528
价格：¥3999.00   型号：联想（Lenovo）小新V1070 FX版 14英寸笔记本电脑（FX-7500 8G 1T+8G SSHD  2G独显 摄像头 Win8.1）黑色   商品链接：http://item.jd.com/1370212.html   评论数：540
价格：¥3549.00   型号：宏碁（acer）E5-471G-596W 14英寸超薄本（i5-5200U 4G 500G GeForce 840M 2G独显 win8.1）珍珠白   商品链接：http://item.jd.com/1316936.html   评论数：1718
